,요양기관명,종별코드명,시도코드명,시군구코드명,주소,좌표(X),좌표(Y),시군구,시군구 코드
184,아산충무병원,종합병원,충남,아산시,충청남도 아산시 문화로 381  (모종동),127.0198062,36.7792648,충청남도 아산시,44200
185,안동성소병원,종합병원,경북,안동시,경상북도 안동시 서동문로 99  (금곡동),128.7228172,36.5672423,경상북도 안동시,47170
186,안성성모병원,종합병원,경기,안성시,경기도 안성시 시장길 58 (서인동),127.2709213,37.0062179,경기도 안성시,41550
187,에스포항병원,종합병원,경북,포항남구,경상북도 포항시 남구 희망대로 352  (이동),129.3314538,36.0348843,경상북도 포항시 남구,47111
188,여수전남병원,종합병원,전남,여수시,전라남도 여수시 좌수영로 49  (광무동),127.728018,34.7450673,전라남도 여수시,46130
189,여천전남병원,종합병원,전남,여수시,전라남도 여수시 무선로 95  (선원동),127.6543239,34.7691121,전라남도 여수시,46130
190,연세대학교 의과대학 용인세브란스병원,종합병원,경기,용인기흥구,경기도 용인시 기흥구 동백죽전대로 363 (중동),127.1485144,37.270805,경기도 용인시 기흥구,41463
191,연세에스병원,종합병원,경남,창원진해구,경상남도 창원시 진해구 해원로32번길 13 (이동),128.6981494,35.1549332,경상남도 창원시 진해구,48129
192,영광종합병원,종합병원,전남,영광군,전라남도 영광군 영광읍 와룡로 3 (),126.4989779,35.2844615,전라남도 영광군,46870
193,영남대학교의과대학부속영천병원,종합병원,경북,영천시,경상북도 영천시 오수1길 10 (오수동),128.913212,35.957285,경상북도 영천시,47230
194,영도병원,종합병원,부산,부산영도구,부산광역시 영도구 태종로 85 (대교동2가),129.0405236,35.0922416,부산광역시 영도구,26200
195,영주적십자병원,종합병원,경북,영주시,경상북도 영주시 대학로 327-0 영주적십자병원,128.6039024,36.8252688,경상북도 영주시,47210
196,오산한국병원,종합병원,경기,오산시,경기도 오산시 밀머리로1번길 16 (원동),127.0753662,37.1412709,경기도 오산시,41370
197,온누리병원,종합병원,인천,인천서구,인천광역시 서구 완정로 199 (왕길동),126.6543363,37.6027927,인천광역시 서구,28260
198,우리들병원,종합병원,서울,강서구,서울특별시 강서구 하늘길 70 (과해동),126.7963265,37.5620454,서울특별시 강서구,11500
199,운암한국병원,종합병원,광주,광주북구,광주광역시 북구 북문대로 191  (운암동),126.8696694,35.1850041,광주광역시 북구,29170
200,울산병원,종합병원,울산,울산남구,울산광역시 남구 월평로171번길 13 (신정동),129.3231103,35.5462649,울산광역시 남구,31140
201,울산엘리야병원,종합병원,울산,울산북구,울산광역시 북구 호계로 285 (호계동),129.3505372,35.6288626,울산광역시 북구,31200
202,웅상중앙병원,종합병원,경남,양산시,경상남도 양산시 서창로 59 (명동),129.1645494,35.4063964,경상남도 양산시,48330
203,원광대학교 산본병원,종합병원,경기,군포시,경기도 군포시 산본로 321 (산본동),126.9336147,37.3594127,경기도 군포시,41410
204,의료법인 갈렌의료재단 박병원,종합병원,경기,평택시,경기도 평택시 송탄로 33 (장당동),127.0570008,37.0482657,경기도 평택시,41220
205,의료법인 강릉동인병원,종합병원,강원,강릉시,강원도 강릉시 강릉대로419번길 42-0  (포남동),128.90735,37.77435,강원도 강릉시,42820
206,의료법인 거붕 백병원,종합병원,경남,거제시,경상남도 거제시 계룡로5길 14 (상동동),128.6261659,34.8736095,경상남도 거제시,48310
207,의료법인 건명의료재단 중앙제일병원,종합병원,충북,진천군,충청북도 진천군 진천읍 중앙북로 36 중앙제일병원,127.4404044,36.8585629,충청북도 진천군,43750
208,의료법인 광혜의료재단 광혜병원,종합병원,부산,부산동래구,"부산광역시 동래구 충렬대로 96 (온천동, 광혜병원)",129.0711482,35.2070105,부산광역시 동래구,26260
209,의료법인 근원의료재단 경산중앙병원,종합병원,경북,경산시,경상북도 경산시 경안로 11  (백천동),128.7401912,35.8088799,경상북도 경산시,47290
210,의료법인 남촌의료재단 시화병원,종합병원,경기,시흥시,경기도 시흥시 군자천로 381 시화병원 (정왕동),126.7369295,37.3499192,경기도 시흥시,41390
211,의료법인 녹산의료재단동수원병원,종합병원,경기,수원팔달구,경기도 수원시 팔달구 중부대로 165 (우만동),127.0345487,37.2780649,경기도 수원시 팔달구,41115
212,의료법인 녹향의료재단 신천연합병원,종합병원,경기,시흥시,"경기도 시흥시 복지로 57 복지로 61, 2층 (대야동)",126.7894932,37.4445152,경기도 시흥시,41390
213,의료법인 대우의료재단대우병원,종합병원,경남,거제시,경상남도 거제시 두모길 16-16 (두모동),128.7216517,34.8712995,경상남도 거제시,48310
214,의료법인 동강의료재단 동강병원,종합병원,울산,울산중구,울산광역시 중구 태화로 239 (태화동),129.3019631,35.5534261,울산광역시 중구,31110
215,의료법인 동강의료재단 동천동강병원,종합병원,울산,울산중구,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",129.3504382,35.568536,울산광역시 중구,31110
216,의료법인 동해동인병원,종합병원,강원,동해시,강원도 동해시 하평로 26 (평릉동),129.1074625,37.5299417,강원도 동해시,42170
217,의료법인 명인의료재단 화홍병원,종합병원,경기,수원권선구,경기도 수원시 권선구 호매실로90번길 98 (호매실동),126.9639084,37.2601268,경기도 수원시 권선구,41113
218,의료법인 박애의료재단 박애병원,종합병원,경기,평택시,경기도 평택시 평택2로20번길 3 (평택동),127.0890756,36.9930636,경기도 평택시,41220
219,의료법인 백제병원,종합병원,충남,논산시,충청남도 논산시 시민로294번길 14  (취암동),127.0944739,36.192193,충청남도 논산시,44230
220,의료법인 석경의료재단 센트럴병원,종합병원,경기,시흥시,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",126.7281267,37.3369084,경기도 시흥시,41390
221,의료법인 성념의료재단맑은샘병원,종합병원,경남,거제시,경상남도 거제시 연초면 거제대로 4477 (),128.6436423,34.8977185,경상남도 거제시,48310
222,의료법인 성수의료재단 인천백병원,종합병원,인천,인천동구,인천광역시 동구 샛골로 214 (송림동),126.6458376,37.4817037,인천광역시 동구,28140
223,의료법인 송은의료재단 울산시티병원,종합병원,울산,울산북구,울산광역시 북구 산업로 1007 (연암동),129.3590343,35.5828446,울산광역시 북구,31200
224,의료법인 양진의료재단 평택성모병원,종합병원,경기,평택시,경기도 평택시 평택로 284 (세교동),127.0743334,37.0084186,경기도 평택시,41220
225,의료법인 영동의료재단 의정부백병원,종합병원,경기,의정부시,경기도 의정부시 금신로 322 (신곡동),127.0622375,37.7453263,경기도 의정부시,41150
226,의료법인 영서의료재단 천안충무병원,종합병원,충남,천안서북구,충청남도 천안시 서북구 다가말3길 8  (쌍용동),127.1314943,36.7974082,충청남도 천안시 서북구,44133
227,의료법인 영제 의료재단 엔케이세종병원,종합병원,세종시,세종시,세종특별자치시 한누리대로 161 세종시 NK리움힐 상가 1~8층 (나성동),127.2622579,36.4796231,세종특별자치시,36110
228,의료법인 영훈의료재단 대전선병원,종합병원,대전,대전중구,대전광역시 중구 목중로 29 (목동),127.4104139,36.3360669,대전광역시 중구,30140
229,의료법인 예당의료재단 예산종합병원,종합병원,충남,예산군,충청남도 예산군 예산읍 금오대로 94 (),126.8379717,36.6910744,충청남도 예산군,44810
230,의료법인 오성의료재단 동군산병원,종합병원,전북,군산시,전라북도 군산시 조촌로 149  (조촌동),126.737162,35.9774829,전라북도 군산시,45130
231,의료법인 온그룹의료재단 온종합병원,종합병원,부산,부산진구,"부산광역시 부산진구 가야대로 721 719, 767 (당감동)",129.0499565,35.1578994,부산광역시 부산진구,26230
232,의료법인 우범의료재단 장흥종합병원,종합병원,전남,장흥군,전라남도 장흥군 장흥읍 흥성로 74 74,126.9108915,34.6771753,전라남도 장흥군,46800
233,의료법인 원광의료재단 원광종합병원,종합병원,경기,화성시,경기도 화성시 화산북로 21 (송산동),127.0081096,37.2101373,경기도 화성시,41590
234,의료법인 은성의료재단 좋은강안병원,종합병원,부산,부산수영구,부산광역시 수영구 수영로 493 (남천동),129.1106218,35.1500685,부산광역시 수영구,26500
235,의료법인 은성의료재단 좋은삼정병원,종합병원,울산,울산남구,울산광역시 남구 북부순환도로 51 (무거동),129.2688243,35.5528955,울산광역시 남구,31140
236,의료법인 은혜와감사의료재단 화성중앙종합병원,종합병원,경기,화성시,경기도 화성시 향남읍 발안로 5 (),126.9108361,37.1312957,경기도 화성시,41590
237,의료법인 인당의료재단 부민병원,종합병원,부산,부산북구,부산광역시 북구 만덕대로 59 (덕천동),129.0112115,35.2119276,부산광역시 북구,26320
238,의료법인 인당의료재단 해운대부민병원,종합병원,부산,부산해운대구,부산광역시 해운대구 해운대로 584 (우동),129.1556545,35.1614208,부산광역시 해운대구,26350
239,의료법인 인산의료재단 전주열린병원,종합병원,전북,전주완산구,"전라북도 전주시 완산구 기린대로 227-0  1동 (서노송동,전주열린병원)",127.1452549,35.8266151,전라북도 전주시 완산구,45111
240,의료법인 인천사랑병원,종합병원,인천,인천미추홀구,인천광역시 미추홀구 미추홀대로 726-0 인천사랑병원,126.6807094,37.462204,인천광역시 미추홀구,28177
241,의료법인 인화재단 한국병원,종합병원,충북,청주상당구,충청북도 청주시 상당구 단재로 106 (영운동),127.496538,36.619507,충청북도 청주시 상당구,43111
242,의료법인 자산의료재단 제천서울병원,종합병원,충북,제천시,충청북도 제천시 숭문로 57  (서부동),128.2062355,37.138611,충청북도 제천시,43150
243,의료법인 정산의료재단 효성병원,종합병원,충북,청주상당구,충청북도 청주시 상당구 쇠내로 16-0 효성병원,127.4953372,36.6244786,충청북도 청주시 상당구,43111
244,의료법인 정안의료재단 중앙병원,종합병원,울산,울산남구,울산광역시 남구 문수로 472 중앙병원 (신정동),129.3055534,35.5321998,울산광역시 남구,31140
245,의료법인 중앙의료재단 중앙병원,종합병원,제주,제주시,제주특별자치도 제주시 월랑로 91-0 중앙병원,126.470529,33.4923256,제주특별자치도 제주시,50110
246,의료법인 청구성심병원,종합병원,서울,은평구,서울특별시 은평구 통일로 873 (갈현동),126.9197006,37.6208615,서울특별시 은평구,11380
247,의료법인 토마스의료재단 윌스기념병원,종합병원,경기,수원팔달구,경기도 수원시 팔달구 경수대로 437 (인계동),127.0255443,37.2653229,경기도 수원시 팔달구,41115
248,의료법인 플러스의료재단 단원병원,종합병원,경기,안산단원구,경기도 안산시 단원구 원포공원1로 20 동의성단원병원 (초지동),126.8130166,37.3001935,경기도 안산시 단원구,41273
